num	date	type	state	work_time	oil_weight	water_weight	liquid_weight	income_volume	water_percent	oil_income	liquid_income	state_end	date_start
2347	5/1/2016	oil	0	0	0.0	0.0	0.0	0	0.0			-1	
2373ГС	5/1/2016	oil	1	744	567.77	1858.5	2426.28	0	76.6			-1	
2374ГС	5/1/2016	oil	1	539	500.98	387.48	888.46	0	43.6			-1	
2403	5/1/2016	oil	1	744	340.14	2295.16	2635.3	0	87.1	15.0075	69.0	1	42057.0
2404	5/1/2016	water	1	744	0.0	0.0	0.0	10151	0.0			-1	
2405	5/1/2016	oil	1	744	222.58	1793.96	2016.54	0	89.0	May-88	52.0	1	42037.0
2435ГС	5/1/2016	oil	1	744	342.3	521.02	863.31	0	60.4			-1	
2463	5/1/2016	water	1	744	0.0	0.0	0.0	6192	0.0			-1	
2464	5/1/2016	oil	1	744	436.55	85.31	521.86	0	16.3	13.7808	18.0	1	42180.0
2465	5/1/2016	water	1	744	0.0	0.0	0.0	929	0.0			-1	
2494ГС	5/1/2016	oil	1	744	368.75	215.81	584.57	0	36.9			-1	
2495	5/1/2016	oil	1	744	578.91	223.68	802.59	0	27.9	20.097	30.0	1	42166.0
2523	5/1/2016	oil	1	744	484.88	607.71	1092.59	0	55.6	17.661	35.0	1	42192.0
2524	5/1/2016	water	1	744	0.0	0.0	0.0	6608	0.0			-1	
2553ГС	5/1/2016	oil	1	744	478.6	295.26	773.86	0	38.2			-1	
2583	5/1/2016	water	1	744	0.0	0.0	0.0	4361	0.0			-1	
25Р	5/1/2016	oil	1	744	287.55	3782.17	4069.72	0	92.9			-1	
3Р	5/1/2016	oil	1	744	551.0	614.99	1165.98	0	52.7			-1	
6Р	5/1/2016	oil	0	0	0.0	0.0	0.0	0	0.0			-1	
7Р	5/1/2016	oil	0	0	0.0	0.0	0.0	0	0.0			-1	
8Р	5/1/2016	oil	0	0	0.0	0.0	0.0	0	0.0			-1	
9	5/1/2016	water	1	744	0.0	0.0	0.0	2163	0.0			-1	
101	4/1/2016	oil	1	720	384.61	332.92	717.53	0	46.4	14.2506	26.0	1	42232.0
102	4/1/2016	water	1	720	0.0	0.0	0.0	4216	0.0			-1	
103	4/1/2016	oil	1	720	617.4	299.86	917.26	0	32.7	18.6093	31.0	1	42135.0
104	4/1/2016	oil	1	720	485.27	382.69	867.96	0	44.1	15.1032	31.0	1	42124.0
105	4/1/2016	oil	1	720	957.76	333.03	1290.79	0	25.8	32.8164	46.0	1	42111.0
107	4/1/2016	oil	1	720	537.34	209.19	746.53	0	28.0	19.2444	28.0	1	42100.0
109	4/1/2016	oil	1	720	184.75	161.34	346.09	0	46.6	Jun-16	12.0	1	42090.0
10Р	4/1/2016	oil	1	720	245.88	389.8	635.67	0	61.3			-1	
110	4/1/2016	oil	1	720	801.87	984.81	1786.68	0	55.1	27.753	58.0	1	42070.0
1167	4/1/2016	water	1	720	0.0	0.0	0.0	9153	0.0			-1	
1199ГС	4/1/2016	oil	1	720	28.65	301.58	330.23	0	91.3			-1	
1227	4/1/2016	oil	1	720	765.48	422.3	1187.78	0	35.6	24.969	41.0	1	42046.0
1228	4/1/2016	oil	1	720	620.27	163.66	783.93	0	20.9	21.576	31.0	1	42142.0
1257ГС	4/1/2016	oil	1	720	2114.79	2017.93	4132.72	0	48.8			-1	
1258ГС	4/1/2016	oil	1	720	288.71	2857.08	3145.8	0	90.8			-1	
1287	4/1/2016	water	0	698	620.45	122.51	742.96	0	16.5	25.8912	31.0	1	41960.0
1288	4/1/2016	water	1	720	0.0	0.0	0.0	9390	0.0			-1	
1289	4/1/2016	water	0	0	0.0	0.0	0.0	0	0.0			-1	
1290	4/1/2016	oil	1	720	828.73	281.89	1110.62	0	25.4	25.056	36.0	1	41506.0
12Р	4/1/2016	oil	0	0	0.0	0.0	0.0	0	0.0			-1	
1318ГС	4/1/2016	oil	1	715	1036.35	2013.87	3050.23	0	66.0			-1	
1319ГС	4/1/2016	oil	1	719	1052.31	114.04	1166.35	0	9.8			-1	
1347	4/1/2016	oil	1	720	220.3	199.4	419.69	0	47.5	8.874	15.0	1	42155.0
1348	4/1/2016	oil	1	720	435.23	465.22	900.45	0	51.7	14.616	30.0	1	42031.0
1349	4/1/2016	water	0	0	0.0	0.0	0.0	0	0.0			-1	
1350	4/1/2016	water	1	720	0.0	0.0	0.0	8811	0.0			-1	
1379	4/1/2016	oil	1	720	864.43	528.98	1393.41	0	38.0	28.71	50.0	1	41466.0
1380ГС	4/1/2016	oil	1	719	1083.4	554.15	1637.55	0	33.8			-1	
1381	4/1/2016	water	1	720	0.0	0.0	0.0	9295	0.0			-1	
13ПО	4/1/2016	oil	0	0	0.0	0.0	0.0	0	0.0			-1	
1408	4/1/2016	water	0	0	0.0	0.0	0.0	0	0.0			-1	
1409	4/1/2016	oil	1	720	354.11	243.14	597.25	0	40.7	15.225	25.0	1	41523.0
1410	4/1/2016	water	0	0	0.0	0.0	0.0	0	0.0			-1	
1412	4/1/2016	water	1	720	0.0	0.0	0.0	1807	0.0			-1	
1438ГС	4/1/2016	oil	1	720	596.45	1015.6	1612.05	0	63.0			-1	
1439	4/1/2016	oil	1	720	373.39	705.51	1078.9	0	65.4	Dec-95	33.0	1	41455.0
1440	4/1/2016	oil	1	719	822.99	438.72	1261.71	0	34.8	28.4316	43.0	1	41432.0
1441	4/1/2016	oil	1	720	1064.24	337.64	1401.88	0	24.1	36.3834	51.0	1	41465.0
1442	4/1/2016	water	1	720	0.0	0.0	0.0	7144	0.0			-1	
1468	4/1/2016	oil	1	720	609.72	160.59	770.32	0	20.8	22.185	30.0	1	41865.0
1469	4/1/2016	oil	1	720	709.3	1218.34	1927.64	0	63.2	27.144	60.0	1	41423.0
1470	4/1/2016	oil	1	719	788.6	1484.45	2273.05	0	65.3	27.7095	65.0	1	41377.0
1471	4/1/2016	oil	1	720	584.19	2428.36	3012.55	0	80.6	26.622	85.0	1	41392.0
1472	4/1/2016	water	1	720	0.0	0.0	0.0	4793	0.0			-1	
1499	4/1/2016	oil	1	720	461.63	397.29	858.91	0	46.3	18.879	35.0	1	41208.0
14Р	4/1/2016	oil	0	0	0.0	0.0	0.0	0	0.0			-1	
1500	4/1/2016	oil	1	720	1192.14	378.89	1571.04	0	24.1	40.194	55.0	1	41306.0
1501	4/1/2016	oil	1	720	1537.17	612.82	2149.99	0	28.5	54.288	78.0	1	41321.0
1502	4/1/2016	oil	1	720	1567.13	1526.29	3093.42	0	49.3	39.2544	94.0	1	41263.0
1528	4/1/2016	water	1	720	0.0	0.0	0.0	8837	0.0			-1	
1529	4/1/2016	water	1	720	0.0	0.0	0.0	4373	0.0			-1	
1530	4/1/2016	water	1	720	0.0	0.0	0.0	10304	0.0			-1	
1531	4/1/2016	oil	1	720	273.83	1998.04	2271.86	0	87.9	Dec-63	63.0	1	41181.0
1532	4/1/2016	oil	0	285	14.9	622.03	636.93	0	97.7	Jan-35	41.0	1	41241.0
1559	4/1/2016	oil	1	200	75.2	62.6	137.79	0	45.4	Aug-15	15.0	1	41363.0
1560	4/1/2016	oil	1	720	935.56	169.7	1105.26	0	15.4	31.3896	41.0	1	41249.0
1561	4/1/2016	oil	1	720	743.2	283.65	1026.85	0	27.6	25.752	37.0	1	41100.0
1562	4/1/2016	oil	1	720	1276.96	252.93	1529.89	0	16.5	40.1679	57.0	1	41145.0
1589	4/1/2016	water	1	720	0.0	0.0	0.0	1766	0.0			-1	
1590	4/1/2016	oil	1	720	562.17	1501.33	2063.51	0	72.8	19.4184	62.0	1	41173.0
1591	4/1/2016	water	1	720	0.0	0.0	0.0	9258	0.0			-1	
1592	4/1/2016	oil	1	720	1098.06	604.42	1702.49	0	35.5	38.2104	61.0	1	41162.0
15Р	4/1/2016	oil	1	720	111.82	72.62	184.44	0	39.4			-1	
1614	4/1/2016	oil	1	718	30.03	168.28	198.31	0	84.9	0.957	5.0	1	40839.0
1620	4/1/2016	oil	1	720	787.24	755.54	1542.77	0	49.0	27.9531	51.0	1	41232.0
1621	4/1/2016	oil	1	720	1448.45	176.43	1624.88	0	10.9	48.024	60.0	1	41014.0
1622	4/1/2016	oil	1	720	1754.09	238.72	1992.81	0	12.0	58.9512	77.0	1	41125.0
1642	4/1/2016	water	1	720	0.0	0.0	0.0	8903	0.0			-1	
1643	4/1/2016	water	1	720	0.0	0.0	0.0	932	0.0			-1	
1650	4/1/2016	water	1	720	0.0	0.0	0.0	5839	0.0			-1	
1651	4/1/2016	oil	1	720	1004.19	1863.06	2867.25	0	65.0	32.886	84.0	1	41100.0
1679	4/1/2016	oil	1	720	953.86	747.26	1701.12	0	43.9	28.7622	57.0	1	41191.0
1680	4/1/2016	oil	1	720	1001.99	1118.52	2120.51	0	52.7	34.3911	67.0	1	41042.0
1681	4/1/2016	oil	1	720	1188.68	370.83	1559.51	0	23.8	35.9658	53.0	1	41066.0
1688	4/1/2016	oil	1	718	939.37	850.08	1789.45	0	47.5	31.32	60.0	1	41080.0
1689	4/1/2016	water	1	720	0.0	0.0	0.0	3941	0.0			-1	
1697	4/1/2016	oil	1	720	1241.12	738.51	1979.63	0	37.3	38.4192	64.0	1	41019.0
1698	4/1/2016	water	1	720	0.0	0.0	0.0	9419	0.0			-1	
16Р	4/1/2016	oil	0	0	0.0	0.0	0.0	0	0.0			-1	
1702	4/1/2016	oil	1	720	196.31	3380.07	3576.39	0	94.5	9.918	95.0	1	40926.0
1703ГС	4/1/2016	oil	1	720	505.49	180.93	686.41	0	26.4			-1	
1709	4/1/2016	oil	1	720	849.0	909.36	1758.37	0	51.7	26.2827	57.0	1	41418.0
1710	4/1/2016	water	1	720	0.0	0.0	0.0	3011	0.0			-1	
1711	4/1/2016	water	1	720	0.0	0.0	0.0	1150	0.0			-1	
1715	4/1/2016	water	1	720	0.0	0.0	0.0	4241	0.0			-1	
1716	4/1/2016	water	1	720	0.0	0.0	0.0	5711	0.0			-1	
1717	4/1/2016	water	0	0	0.0	0.0	0.0	0	0.0			-1	
1730	4/1/2016	oil	1	720	893.32	641.91	1535.23	0	41.8	22.1676	49.0	1	41035.0
1731	4/1/2016	oil	1	720	1386.64	2186.39	3573.03	0	61.2	46.545	107.0	1	40824.0
1738	4/1/2016	oil	1	716	818.75	568.95	1387.7	0	41.0	29.58	50.0	1	39950.0
1739	4/1/2016	oil	1	720	645.93	279.12	925.05	0	30.2			-1	
1740	4/1/2016	oil	1	720	356.15	2471.98	2828.14	0	87.4	12.0582	77.0	1	38961.0
1741	4/1/2016	oil	1	720	1063.79	942.48	2006.28	0	47.0	36.1398	67.0	1	39565.0
1742	4/1/2016	oil	1	715	411.86	1073.62	1485.48	0	72.3	11.484	44.0	1	39693.0
1743	4/1/2016	water	1	720	0.0	0.0	0.0	849	0.0			-1	
1763	4/1/2016	oil	1	720	510.2	770.44	1280.64	0	60.2	15.8688	38.0	1	40762.0
1769	4/1/2016	water	1	720	0.0	0.0	0.0	5175	0.0			-1	
1771	4/1/2016	water	1	720	0.0	0.0	0.0	4966	0.0			-1	
1772	4/1/2016	water	1	720	0.0	0.0	0.0	952	0.0			-1	
1792	4/1/2016	oil	0	326	77.5	202.71	280.21	0	72.3	Jun-38	18.0	1	40855.0
1793	4/1/2016	oil	1	719	455.76	2494.14	2949.9	0	84.6	16.2864	78.0	1	40653.0
1794	4/1/2016	oil	1	720	492.53	726.72	1219.25	0	59.6	17.0607	37.0	1	40782.0
17ПО	4/1/2016	oil	0	0	0.0	0.0	0.0	0	0.0			-1	
1800	4/1/2016	oil	1	720	183.05	177.1	360.14	0	49.2	7.0122	13.0	1	39965.0
1801	4/1/2016	oil	1	720	314.83	713.3	1028.13	0	69.4	10.962	30.0	1	38961.0
1802	4/1/2016	oil	1	720	755.92	1836.47	2592.39	0	70.8	24.4296	78.0	1	39107.0
1803	4/1/2016	oil	1	717	106.89	1685.56	1792.46	0	94.0			-1	
1805	4/1/2016	water	1	720	0.0	0.0	0.0	1652	0.0			-1	
1822	4/1/2016	water	1	720	0.0	0.0	0.0	9235	0.0			-1	
1823	4/1/2016	water	1	720	0.0	0.0	0.0	4728	0.0			-1	
1824	4/1/2016	oil	1	720	1049.53	696.24	1745.77	0	39.9	27.7182	59.0	1	40810.0
1829	4/1/2016	water	1	720	0.0	0.0	0.0	2298	0.0			-1	
1830	4/1/2016	oil	1	720	568.57	872.42	1440.99	0	60.5	20.4102	46.0	1	39080.0
1831	4/1/2016	water	1	720	0.0	0.0	0.0	3068	0.0			-1	
1832	4/1/2016	water	1	720	0.0	0.0	0.0	1871	0.0			-1	
1833	4/1/2016	water	1	720	0.0	0.0	0.0	2019	0.0			-1	
1834	4/1/2016	water	1	720	0.0	0.0	0.0	2424	0.0			-1	
1853	4/1/2016	oil	1	720	306.8	1782.23	2089.03	0	85.3	Dec-92	59.0	1	40886.0
1854	4/1/2016	oil	1	720	331.11	4354.16	4685.27	0	92.9	Dec-56	124.0	1	40728.0
1855	4/1/2016	oil	1	720	324.03	526.04	850.07	0	61.9	16.443	27.0	1	40735.0
1859	4/1/2016	water	1	720	0.0	0.0	0.0	1796	0.0			-1	
1862	4/1/2016	oil	1	720	480.28	410.32	890.6	0	46.1	13.3632	32.0	1	39546.0
1863	4/1/2016	oil	1	712	366.34	479.96	846.3	0	56.7	Dec-72	28.0	1	39698.0
1870	4/1/2016	water	1	720	0.0	0.0	0.0	4820	0.0			-1	
1874	4/1/2016	oil	1	720	530.75	1791.19	2321.94	0	77.1	17.226	66.0	1	41440.0
1882	4/1/2016	oil	1	720	786.58	841.8	1628.38	0	51.7	14.355	50.0	1	40765.0
1883	4/1/2016	oil	1	720	706.48	4353.15	5059.62	0	86.0	26.4132	138.0	1	40665.0
1884	4/1/2016	oil	1	720	360.94	312.68	673.61	0	46.4	Dec-38	22.0	1	40716.0
1886	4/1/2016	water	1	720	0.0	0.0	0.0	7807	0.0			-1	
1887	4/1/2016	water	1	720	0.0	0.0	0.0	1447	0.0			-1	
1889ГС	4/1/2016	oil	1	720	281.31	506.93	788.25	0	64.3			-1	
1891	4/1/2016	water	0	0	0.0	0.0	0.0	0	0.0			-1	
1892	4/1/2016	oil	1	720	255.67	1776.97	2032.65	0	87.4	12.702	73.0	1	39080.0
1893	4/1/2016	oil	1	715	550.27	1061.71	1611.99	0	65.9	20.4102	51.0	1	39653.0
1894	4/1/2016	oil	1	720	206.72	216.32	423.03	0	51.1	9.396	18.0	1	39738.0
1895	4/1/2016	oil	1	715	69.27	1093.78	1163.05	0	94.0	2.871	33.0	1	39810.0
18P	4/1/2016	oil	0	0	0.0	0.0	0.0	0	0.0			-1	
1914	4/1/2016	water	1	720	0.0	0.0	0.0	8748	0.0			-1	
1915	4/1/2016	oil	1	720	459.51	4689.02	5148.53	0	91.1	16.8084	138.0	1	40692.0
1918	4/1/2016	oil	1	720	268.8	446.08	714.87	0	62.4	9.1872	22.0	1	40425.0
1919	4/1/2016	oil	1	720	239.2	832.65	1071.84	0	77.7	8.613	30.0	1	40335.0
1921ГС	4/1/2016	oil	1	720	1220.1	1363.77	2583.87	0	52.8			-1	
1922	4/1/2016	oil	1	720	822.1	686.42	1508.52	0	45.5	29.8584	52.0	1	40135.0
1923	4/1/2016	oil	1	720	216.9	1870.82	2087.72	0	89.6	Aug-24	56.0	1	39592.0
1924	4/1/2016	water	1	720	0.0	0.0	0.0	2055	0.0			-1	
1934	4/1/2016	oil	1	720	477.56	733.06	1210.62	0	60.6	15.4512	37.0	1	40744.0
1935	4/1/2016	oil	1	720	159.0	662.94	821.94	0	80.7	6.003	23.0	1	40797.0
1938	4/1/2016	water	1	720	0.0	0.0	0.0	925	0.0			-1	
1939	4/1/2016	water	1	720	0.0	0.0	0.0	4533	0.0			-1	
1944	4/1/2016	oil	1	720	203.43	115.68	319.11	0	36.3	6.699	11.0	1	40793.0
1945	4/1/2016	oil	1	720	269.51	776.97	1046.47	0	74.2	Jul-52	28.0	1	40740.0
1948	4/1/2016	water	1	720	0.0	0.0	0.0	1642	0.0			-1	
1949	4/1/2016	water	1	720	0.0	0.0	0.0	3051	0.0			-1	
1950	4/1/2016	oil	1	720	418.8	195.77	614.57	0	31.9	14.0679	21.0	1	41454.0
1952	4/1/2016	oil	1	720	474.02	281.3	755.32	0	37.2	16.5126	26.0	1	41544.0
1953	4/1/2016	water	1	720	0.0	0.0	0.0	2211	0.0			-1	
1954	4/1/2016	water	1	720	0.0	0.0	0.0	1708	0.0			-1	
1973	4/1/2016	oil	1	278	159.77	1052.97	1212.74	0	86.8	Oct-92	19.0	0	40763.0
1974	4/1/2016	oil	1	720	311.92	618.39	930.31	0	66.5	10.092	29.0	1	40773.0
1975	4/1/2016	water	1	720	0.0	0.0	0.0	4928	0.0			-1	
1976	4/1/2016	oil	1	720	416.36	752.76	1169.12	0	64.4	Nov-16	36.0	1	40498.0
1977	4/1/2016	oil	1	720	237.15	801.13	1038.28	0	77.2	Oct-44	30.0	1	40451.0
1978	4/1/2016	oil	1	720	237.47	1141.97	1379.44	0	82.8	10.179	39.0	1	40280.0
1979ГС	4/1/2016	oil	1	720	324.21	471.51	795.72	0	59.3			-1	
1Р	4/1/2016	oil	1	719	774.75	1095.61	1870.36	0	58.6			-1	
2002	4/1/2016	water	1	720	0.0	0.0	0.0	1535	0.0			-1	
2003	4/1/2016	water	1	720	0.0	0.0	0.0	3875	0.0			-1	
2004	4/1/2016	water	1	720	0.0	0.0	0.0	1629	0.0			-1	
2005	4/1/2016	oil	1	720	265.18	1673.84	1939.02	0	86.3	Aug-98	53.0	1	40394.0
2006	4/1/2016	water	1	720	0.0	0.0	0.0	2832	0.0			-1	
2007	4/1/2016	oil	1	720	702.6	1380.75	2083.35	0	66.3	23.7336	62.0	1	40309.0
2008	4/1/2016	oil	1	720	230.29	818.15	1048.43	0	78.0	Jul-83	30.0	1	40293.0
2010	4/1/2016	water	1	720	0.0	0.0	0.0	2376	0.0			-1	
2011	4/1/2016	oil	1	720	158.87	372.38	531.25	0	70.1	5.568	16.0	1	40159.0
2012	4/1/2016	water	1	720	0.0	0.0	0.0	3202	0.0			-1	
2032	4/1/2016	oil	0	0	0.0	0.0	0.0	0	0.0	6.264	12.0	0	40780.0
2033	4/1/2016	oil	1	720	453.75	572.24	1025.98	0	55.8	10.788	31.0	1	40757.0
2034	4/1/2016	oil	1	720	277.88	1331.26	1609.14	0	82.7	Sep-48	46.0	1	40418.0
2035	4/1/2016	oil	1	720	859.06	588.9	1447.96	0	40.7	27.5094	51.0	1	40362.0
2036	4/1/2016	oil	1	720	520.92	3428.91	3949.83	0	86.8	21.054	110.0	1	40373.0
2037	4/1/2016	oil	1	720	63.22	420.36	483.58	0	86.9	2.436	14.0	1	40361.0
2038ГС	4/1/2016	oil	1	720	184.09	273.09	457.18	0	59.7			-1	
2061	4/1/2016	oil	1	230	73.83	387.22	461.06	0	84.0	7.0122	26.0	1	40829.0
2062	4/1/2016	oil	1	720	399.35	6196.18	6595.53	0	93.9	18.1656	174.0	1	40698.0
2063	4/1/2016	oil	1	622	208.33	1218.68	1427.01	0	85.4	11.223	43.0	0	40652.0
2064	4/1/2016	water	1	720	0.0	0.0	0.0	5868	0.0			-1	
2065	4/1/2016	water	1	720	0.0	0.0	0.0	4341	0.0			-1	
2066	4/1/2016	water	1	720	0.0	0.0	0.0	3523	0.0			-1	
2067	4/1/2016	water	1	720	0.0	0.0	0.0	1712	0.0			-1	
2069	4/1/2016	water	1	720	0.0	0.0	0.0	3168	0.0			-1	
2070	4/1/2016	water	1	720	0.0	0.0	0.0	3506	0.0			-1	
2079	4/1/2016	water	1	720	0.0	0.0	0.0	1725	0.0			-1	
2080	4/1/2016	oil	1	720	79.2	554.15	633.35	0	87.5	2.784	16.0	1	40806.0
2081	4/1/2016	oil	1	720	165.02	2325.88	2490.89	0	93.4	Jun-04	66.0	1	40729.0
2090	4/1/2016	oil	1	719	97.2	1287.25	1384.45	0	93.0	Apr-02	39.0	1	40869.0
2092	4/1/2016	water	1	720	0.0	0.0	0.0	8401	0.0			-1	
2093	4/1/2016	oil	1	720	633.82	495.57	1129.39	0	43.9	20.88	40.0	1	40442.0
2094	4/1/2016	oil	1	720	361.2	1209.29	1570.49	0	77.0	Dec-64	46.0	1	40324.0
2095	4/1/2016	oil	1	720	507.03	611.72	1118.75	0	54.7	16.2864	36.0	1	40289.0
2096	4/1/2016	water	1	720	0.0	0.0	0.0	1204	0.0			-1	
2097	4/1/2016	oil	1	720	81.82	472.98	554.8	0	85.3	3.0015	15.0	1	40439.0
2098	4/1/2016	oil	1	720	42.5	890.06	932.56	0	95.4	Jan-92	27.0	1	39995.0
2099	4/1/2016	oil	1	720	501.44	1157.13	1658.57	0	69.8	15.9732	51.0	1	40102.0
2121	4/1/2016	oil	1	720	121.11	1307.97	1429.07	0	91.5	4.176	40.0	1	40752.0
2122	4/1/2016	oil	1	720	184.93	1004.39	1189.32	0	84.5	Apr-36	33.0	1	40749.0
2123	4/1/2016	oil	1	716	184.02	559.02	743.04	0	75.2			-1	
2123	4/1/2016	oil	1	716	184.02	559.02	743.04	0	75.2			-1	
2123Б	4/1/2016	oil	1	720	416.28	949.61	1365.88	0	69.5			-1	
2126	4/1/2016	oil	1	720	336.95	320.86	657.81	0	48.8	12.0582	22.0	1	40461.0
2127	4/1/2016	water	1	720	0.0	0.0	0.0	1222	0.0			-1	
2128	4/1/2016	water	0	0	0.0	0.0	0.0	0	0.0			-1	
2139	4/1/2016	water	1	720	0.0	0.0	0.0	2661	0.0			-1	
2140	4/1/2016	water	0	0	0.0	0.0	0.0	0	0.0			-1	
2141	4/1/2016	water	1	720	0.0	0.0	0.0	1715	0.0			-1	
2151	4/1/2016	oil	1	233	83.75	435.76	519.51	0	83.9	6-Sep	20.0	1	40827.0
2152БС	4/1/2016	oil	0	35	49.58	103.56	153.14	0	67.6			-1	
2153	4/1/2016	oil	1	720	546.72	770.03	1316.75	0	58.5	17.835	41.0	1	40427.0
2154	4/1/2016	oil	1	720	251.75	2740.18	2991.93	0	91.6			-1	
2180	4/1/2016	water	1	720	0.0	0.0	0.0	5088	0.0			-1	
2181	4/1/2016	water	1	720	0.0	0.0	0.0	1261	0.0			-1	
2182	4/1/2016	water	1	720	0.0	0.0	0.0	4920	0.0			-1	
2183	4/1/2016	water	1	720	0.0	0.0	0.0	5230	0.0			-1	
2209	4/1/2016	oil	1	720	92.09	1180.22	1272.31	0	92.8	Mar-85	35.0	1	40730.0
2210	4/1/2016	oil	1	720	122.49	1936.23	2058.72	0	94.1	5.742	55.0	1	40893.0
2211	4/1/2016	oil	1	720	307.58	104.25	411.82	0	25.3	Sep-76	14.0	1	40865.0
2212	4/1/2016	oil	1	393	249.66	525.32	774.97	0	67.8	13.224	38.0	1	40463.0
2283	4/1/2016	oil	1	718	454.56	1558.55	2013.11	0	77.4	18.4788	59.0	1	40841.0
2314	4/1/2016	oil	1	720	108.9	120.79	229.69	0	52.6	Mar-76	7.0	1	40802.0
2315ГС	4/1/2016	oil	1	720	244.83	234.51	479.34	0	48.9			-1	
2340	4/1/2016	oil	0	0	0.0	0.0	0.0	0	0.0			-1	
2343	4/1/2016	water	1	720	0.0	0.0	0.0	5106	0.0			-1	
2344	4/1/2016	water	1	720	0.0	0.0	0.0	2885	0.0			-1	
2345	4/1/2016	water	1	720	0.0	0.0	0.0	5936	0.0			-1	
2347	4/1/2016	oil	0	0	0.0	0.0	0.0	0	0.0	11.484	120.0	0	41706.0
2373ГС	4/1/2016	oil	1	720	596.5	2083.91	2680.41	0	77.7			-1	
2374ГС	4/1/2016	oil	1	719	622.91	415.5	1038.41	0	40.0			-1	
2403	4/1/2016	oil	1	720	379.39	2063.61	2443.0	0	84.5	14.1984	68.0	1	42057.0
2404	4/1/2016	water	1	720	0.0	0.0	0.0	9465	0.0			-1	
2405	4/1/2016	oil	1	720	194.97	1731.27	1926.24	0	89.9	Aug-62	54.0	1	42037.0
2435ГС	4/1/2016	oil	1	720	481.67	626.49	1108.15	0	56.5			-1	
2463	4/1/2016	water	1	720	0.0	0.0	0.0	6725	0.0			-1	
2464	4/1/2016	oil	1	720	348.6	46.05	394.64	0	11.7	22.2024	29.0	1	42180.0
2465	4/1/2016	water	1	720	0.0	0.0	0.0	1053	0.0			-1	
2494ГС	4/1/2016	oil	1	720	338.91	215.11	554.02	0	38.8			-1	
2495	4/1/2016	oil	1	720	569.83	256.65	826.48	0	31.1	20.184	29.0	1	42166.0
2523	4/1/2016	oil	1	720	473.95	524.11	998.06	0	52.5	16.704	30.0	1	42192.0
2524	4/1/2016	water	1	720	0.0	0.0	0.0	5276	0.0			-1	
2553ГС	4/1/2016	oil	1	720	473.4	307.94	781.34	0	39.4			-1	
2583	4/1/2016	water	1	720	0.0	0.0	0.0	6953	0.0			-1	
25Р	4/1/2016	oil	1	720	267.38	3541.99	3809.37	0	93.0			-1	
3Р	4/1/2016	oil	1	719	480.07	683.53	1163.6	0	58.7			-1	
6Р	4/1/2016	oil	0	0	0.0	0.0	0.0	0	0.0			-1	
7Р	4/1/2016	oil	0	0	0.0	0.0	0.0	0	0.0			-1	
8Р	4/1/2016	oil	0	0	0.0	0.0	0.0	0	0.0			-1	
9	4/1/2016	water	1	720	0.0	0.0	0.0	2219	0.0			-1	
101	3/1/2016	oil	1	744	436.4	369.68	806.08	0	45.9	14.5638	27.0	1	42232.0
102	3/1/2016	water	1	744	0.0	0.0	0.0	3701	0.0			-1	
103	3/1/2016	oil	1	744	578.51	337.69	916.2	0	36.9	18.792	30.0	1	42135.0
104	3/1/2016	oil	1	742	492.32	483.45	975.77	0	49.5	14.877	30.0	1	42124.0
105	3/1/2016	oil	1	742	1036.84	317.74	1354.58	0	23.5	30.624	44.0	1	42111.0
107	3/1/2016	oil	1	743	591.97	227.17	819.14	0	27.7	18.3222	27.0	1	42100.0
109	3/1/2016	oil	1	743	211.59	166.82	378.41	0	44.1	Jul-08	13.0	1	42090.0
10Р	3/1/2016	oil	1	743	256.4	364.94	621.34	0	58.7			-1	
110	3/1/2016	oil	1	742	897.28	930.86	1828.15	0	50.9	33.3036	58.0	1	42070.0
1167	3/1/2016	water	1	744	0.0	0.0	0.0	8634	0.0			-1	
1199ГС	3/1/2016	oil	1	744	36.17	308.55	344.72	0	89.5			-1	
1227	3/1/2016	oil	1	743	789.43	446.19	1235.62	0	36.1	24.36	40.0	1	42046.0
1228	3/1/2016	oil	1	744	694.78	223.06	917.85	0	24.3	22.8288	32.0	1	42142.0
1257ГС	3/1/2016	oil	1	735	2466.68	1681.17	4147.86	0	40.5			-1	
1258ГС	3/1/2016	oil	1	744	505.09	2691.26	3196.34	0	84.2			-1	
1287	3/1/2016	oil	1	743	672.89	244.48	917.37	0	26.7	18.27	35.0	1	41960.0
1288	3/1/2016	water	1	742	0.0	0.0	0.0	8753	0.0			-1	
1289	3/1/2016	water	0	0	0.0	0.0	0.0	0	0.0			-1	
1290	3/1/2016	oil	1	743	797.7	277.81	1075.5	0	25.8	26.0739	37.0	1	41506.0
12Р	3/1/2016	oil	0	0	0.0	0.0	0.0	0	0.0			-1	
1318ГС	3/1/2016	oil	1	738	1133.79	1886.47	3020.26	0	62.5			-1	
1319ГС	3/1/2016	oil	1	567	811.59	95.72	907.3	0	10.5			-1	
1347	3/1/2016	oil	1	744	275.59	199.75	475.34	0	42.0	8.352	15.0	1	42155.0
1348	3/1/2016	oil	1	744	458.58	518.11	976.69	0	53.0	16.1472	32.0	1	42031.0
1349	3/1/2016	water	0	0	0.0	0.0	0.0	0	0.0			-1	
1350	3/1/2016	water	1	744	0.0	0.0	0.0	8863	0.0			-1	
1379	3/1/2016	oil	1	657	794.47	532.62	1327.09	0	40.1	31.0068	54.0	0	41466.0
1380ГС	3/1/2016	oil	1	741	1345.82	463.58	1809.41	0	25.6			-1	
