num	date	type	state	work_time	oil_weight	water_weight	liquid_weight	income_volume	water_percent	oil_income	liquid_income	state_end	date_start
101	12/1/2016	oil	1	744	186.44	241.84	428.28	0	56.5	Jul-83	15.0	1	42232.0
102	12/1/2016	water	1	744	0.0	0.0	0.0	2096	0.0			-1	
103	12/1/2016	oil	1	744	554.09	399.36	953.45	0	41.9	18.6528	32.0	1	42135.0
104	12/1/2016	oil	1	744	225.65	351.29	576.94	0	60.9	7.395	17.0	1	42124.0
105	12/1/2016	oil	1	744	953.7	284.71	1238.41	0	23.0	32.103	45.0	1	42111.0
107	12/1/2016	oil	1	744	701.56	205.1	906.66	0	22.6	23.9598	34.0	1	42100.0
109	12/1/2016	oil	1	744	185.9	110.22	296.11	0	37.2	5.481	9.0	1	42090.0
10РБС	12/1/2016	oil	1	744	1457.85	950.67	2408.53	0	39.5			-1	
110	12/1/2016	oil	1	744	564.79	1017.1	1581.89	0	64.3	21.315	49.0	1	42070.0
1167	12/1/2016	water	1	744	0.0	0.0	0.0	8238	0.0			-1	
1199ГС	12/1/2016	oil	1	744	15.96	340.7	356.66	0	95.5			-1	
1227	12/1/2016	oil	1	744	1186.98	670.27	1857.25	0	36.1	39.6198	66.0	1	42046.0
1228	12/1/2016	oil	1	744	844.62	295.15	1139.77	0	25.9	27.84	40.0	1	42142.0
1257ГС	12/1/2016	oil	1	744	1064.75	4011.72	5076.47	0	79.0			-1	
1258ГС	12/1/2016	oil	1	744	801.79	1860.9	2662.69	0	69.9			-1	
1287	12/1/2016	water	1	744	0.0	0.0	0.0	5760	0.0			-1	
1288	12/1/2016	water	1	744	0.0	0.0	0.0	9021	0.0			-1	
1289	12/1/2016	oil	1	744	298.11	209.66	507.77	0	41.3	Oct-46	17.0	1	41514.0
1290	12/1/2016	oil	1	744	828.89	303.69	1132.58	0	26.8	27.144	39.0	1	41506.0
12Р	12/1/2016	oil	0	0	0.0	0.0	0.0	0	0.0			-1	
1318ГС	12/1/2016	oil	1	744	884.29	2318.5	3202.8	0	72.4			-1	
1319ГС	12/1/2016	oil	1	744	1081.4	197.97	1279.37	0	15.5			-1	
1347	12/1/2016	oil	1	628	398.28	354.74	753.01	0	47.1	Nov-99	27.0	1	42155.0
1348	12/1/2016	oil	1	744	583.71	399.58	983.3	0	40.6	20.6712	36.0	1	42031.0
1349	12/1/2016	water	0	0	0.0	0.0	0.0	0	0.0			-1	
1350	12/1/2016	water	1	744	0.0	0.0	0.0	9341	0.0			-1	
1379	12/1/2016	oil	1	744	539.32	556.07	1095.39	0	50.8	19.836	38.0	1	41466.0
1380ГС	12/1/2016	oil	1	744	567.69	1050.86	1618.55	0	64.9			-1	
1381	12/1/2016	water	1	744	0.0	0.0	0.0	8283	0.0			-1	
13ПО	12/1/2016	oil	0	0	0.0	0.0	0.0	0	0.0			-1	
1408	12/1/2016	water	0	0	0.0	0.0	0.0	0	0.0			-1	
1409	12/1/2016	oil	1	744	509.03	253.25	762.28	0	33.2	16.2864	26.0	1	41523.0
1410	12/1/2016	water	0	0	0.0	0.0	0.0	0	0.0			-1	
1412	12/1/2016	water	1	744	0.0	0.0	0.0	1627	0.0			-1	
1438ГС	12/1/2016	oil	1	744	575.77	855.2	1430.97	0	59.8			-1	
1439	12/1/2016	oil	1	744	469.41	1739.55	2208.96	0	78.7	11.22564219	30-Jul	0	41455.0
1440	12/1/2016	oil	1	744	979.26	460.38	1439.64	0	32.0	31.1199	49.0	1	41432.0
1441	12/1/2016	oil	1	744	1147.64	378.43	1526.07	0	24.8	38.0538	54.0	1	41465.0
1442	12/1/2016	water	1	744	0.0	0.0	0.0	4495	0.0			-1	
1468	12/1/2016	water	1	744	0.0	0.0	0.0	3639	0.0			-1	
1469	12/1/2016	oil	1	744	390.66	1310.12	1700.78	0	77.0	14.0244	52.0	1	41423.0
1470	12/1/2016	oil	1	744	657.68	1549.78	2207.45	0	70.2	27.1788	71.0	1	41377.0
1471	12/1/2016	oil	1	744	308.92	2396.68	2705.6	0	88.6	11.832	80.0	1	41392.0
1472	12/1/2016	water	1	744	0.0	0.0	0.0	1591	0.0			-1	
1499	12/1/2016	oil	1	744	418.24	242.6	660.84	0	36.7	15.2424	24.0	1	41208.0
14Р	12/1/2016	oil	0	0	0.0	0.0	0.0	0	0.0			-1	
1500	12/1/2016	oil	1	744	1133.74	382.23	1515.98	0	25.2	37.584	54.0	1	41306.0
1501	12/1/2016	oil	1	744	1831.62	580.86	2412.48	0	24.1	56.2716	84.0	1	41321.0
1502	12/1/2016	oil	1	743	861.56	2233.74	3095.3	0	72.2	31.32	100.0	1	41263.0
1528	12/1/2016	water	1	744	0.0	0.0	0.0	10111	0.0			-1	
1529	12/1/2016	water	1	744	0.0	0.0	0.0	3528	0.0			-1	
1530	12/1/2016	water	1	744	0.0	0.0	0.0	8951	0.0			-1	
1531	12/1/2016	water	1	744	0.0	0.0	0.0	6886	0.0			-1	
1532БС	12/1/2016	oil	1	744	126.25	831.27	957.52	0	86.8			-1	
1559	12/1/2016	oil	1	744	250.7	216.17	466.87	0	46.3	9.1872	16.0	1	41363.0
1560	12/1/2016	oil	1	744	946.57	304.54	1251.11	0	24.3	33.669	45.0	1	41249.0
1561	12/1/2016	oil	1	744	846.4	280.22	1126.62	0	24.9	30.3195	41.0	1	41100.0
1562	12/1/2016	oil	1	744	1367.4	323.46	1690.86	0	19.1	44.892	60.0	1	41145.0
1589	12/1/2016	water	1	744	0.0	0.0	0.0	1712	0.0			-1	
1590	12/1/2016	oil	1	744	116.92	1864.22	1981.14	0	94.1	5.046	58.0	1	41173.0
1591	12/1/2016	water	1	744	0.0	0.0	0.0	7380	0.0			-1	
1592	12/1/2016	oil	1	744	888.36	599.35	1487.71	0	40.3	30.6153	51.0	1	41162.0
15Р	12/1/2016	oil	1	547	248.75	110.66	359.42	0	30.8			-1	
1614	12/1/2016	oil	1	744	50.35	188.05	238.4	0	78.9	Jan-16	7.0	1	40839.0
1620	12/1/2016	oil	1	744	429.58	1157.27	1586.85	0	72.9	Aug-23	49.0	1	41232.0
1621	12/1/2016	oil	1	744	1451.31	255.48	1706.79	0	15.0	50.4252	63.0	1	41014.0
1622	12/1/2016	oil	1	744	1483.38	526.25	2009.63	0	26.2	53.244	72.0	1	41125.0
1642	12/1/2016	water	1	744	0.0	0.0	0.0	2225	0.0			-1	
1643	12/1/2016	water	1	744	0.0	0.0	0.0	802	0.0			-1	
1650	12/1/2016	water	1	744	0.0	0.0	0.0	4998	0.0			-1	
1651	12/1/2016	oil	1	744	529.95	2070.84	2600.78	0	79.6	15.312	80.0	1	41100.0
1679	12/1/2016	oil	1	744	595.3	1272.86	1868.15	0	68.1	21.228	61.0	1	41191.0
1680	12/1/2016	oil	1	744	892.4	1097.08	1989.49	0	55.1	29.9715	65.0	1	41042.0
1681	12/1/2016	oil	1	744	892.16	515.53	1407.7	0	36.6	30.6936	49.0	1	41066.0
1688	12/1/2016	oil	1	744	819.47	794.38	1613.85	0	49.2	27.666	53.0	1	41080.0
1689	12/1/2016	water	1	744	0.0	0.0	0.0	3200	0.0			-1	
1697	12/1/2016	oil	1	744	1173.07	774.49	1947.56	0	39.8	39.0543	67.0	1	41019.0
1698	12/1/2016	water	1	744	0.0	0.0	0.0	4236	0.0			-1	
16Р	12/1/2016	oil	0	0	0.0	0.0	0.0	0	0.0			-1	
1702	12/1/2016	oil	1	744	229.28	3374.22	3603.5	0	93.6	Jul-66	102.0	1	40926.0
1703ГС	12/1/2016	oil	1	744	588.33	286.15	874.48	0	32.7			-1	
1709	12/1/2016	oil	1	744	758.2	1038.97	1797.17	0	57.8	24.6384	59.0	1	41418.0
1710	12/1/2016	water	1	744	0.0	0.0	0.0	3203	0.0			-1	
1711	12/1/2016	water	1	744	0.0	0.0	0.0	1230	0.0			-1	
1715	12/1/2016	water	1	744	0.0	0.0	0.0	3772	0.0			-1	
1716	12/1/2016	water	1	744	0.0	0.0	0.0	5674	0.0			-1	
1717	12/1/2016	oil	1	744	394.38	1614.16	2008.54	0	80.4	15.921	61.0	1	40873.0
1728ГС	12/1/2016	oil	1	744	839.06	1868.51	2707.58	0	69.0			-1	
1730	12/1/2016	oil	1	744	394.94	881.96	1276.9	0	69.1	14.268	41.0	1	41035.0
1731	12/1/2016	oil	1	743	1027.07	2042.98	3070.05	0	66.5	36.7401	103.0	1	40824.0
1738	12/1/2016	oil	1	744	462.14	389.6	851.74	0	45.7	14.5725	25.0	0	39950.0
1739	12/1/2016	oil	1	744	495.29	171.57	666.86	0	25.7			-1	
1740	12/1/2016	oil	1	744	576.29	1456.57	2032.86	0	71.7	Aug-88	64.0	1	38961.0
1741	12/1/2016	oil	1	744	874.51	1095.52	1970.03	0	55.6	30.4326	66.0	1	39565.0
1742	12/1/2016	oil	1	744	645.8	537.04	1182.84	0	45.4	22.6548	42.0	1	39693.0
1743	12/1/2016	water	1	744	0.0	0.0	0.0	821	0.0			-1	
1763	12/1/2016	oil	1	743	414.34	809.73	1224.07	0	66.2	16.095	37.0	1	40762.0
1769	12/1/2016	water	1	744	0.0	0.0	0.0	3920	0.0			-1	
1771	12/1/2016	water	1	744	0.0	0.0	0.0	3225	0.0			-1	
1772	12/1/2016	water	1	744	0.0	0.0	0.0	1012	0.0			-1	
1792БС	12/1/2016	oil	1	744	1139.64	771.37	1911.02	0	40.4			-1	
1793	12/1/2016	oil	1	744	318.63	2353.55	2672.18	0	88.1	Nov-99	81.0	1	40653.0
1794	12/1/2016	oil	1	744	343.87	919.61	1263.48	0	72.8	12.1278	41.0	1	40782.0
17ПО	12/1/2016	oil	0	0	0.0	0.0	0.0	0	0.0			-1	
1800БС	12/1/2016	oil	1	744	142.98	1401.73	1544.71	0	90.7			-1	
1801	12/1/2016	oil	0	674	242.05	549.19	791.24	0	69.4	Aug-96	28.0	1	38961.0
1802	12/1/2016	oil	1	744	152.2	2536.93	2689.13	0	94.3	Apr-04	82.0	1	39107.0
1803	12/1/2016	oil	1	744	354.04	1751.88	2105.92	0	83.2			-1	
1805	12/1/2016	water	1	744	0.0	0.0	0.0	1608	0.0			-1	
1822	12/1/2016	water	1	744	0.0	0.0	0.0	7606	0.0			-1	
1823	12/1/2016	water	1	744	0.0	0.0	0.0	3606	0.0			-1	
1824	12/1/2016	oil	1	744	395.37	1814.74	2210.11	0	82.1	Oct-92	76.0	1	40810.0
1829	12/1/2016	water	1	744	0.0	0.0	0.0	2436	0.0			-1	
1830	12/1/2016	oil	1	744	359.08	671.53	1030.61	0	65.2	10.962	30.0	1	39080.0
1831	12/1/2016	water	1	744	0.0	0.0	0.0	8052	0.0			-1	
1832	12/1/2016	water	1	744	0.0	0.0	0.0	2124	0.0			-1	
1833	12/1/2016	water	1	744	0.0	0.0	0.0	2033	0.0			-1	
1834	12/1/2016	water	1	744	0.0	0.0	0.0	1249	0.0			-1	
1853	12/1/2016	oil	1	743	239.62	1590.2	1829.82	0	86.9	Aug-64	54.0	1	40886.0
1854	12/1/2016	oil	1	743	273.73	4111.48	4385.22	0	93.8	Oct-56	132.0	1	40728.0
1855	12/1/2016	oil	1	744	191.28	569.64	760.93	0	74.9	Oct-44	24.0	1	40735.0
1859	12/1/2016	water	1	744	0.0	0.0	0.0	1428	0.0			-1	
1862	12/1/2016	oil	1	744	331.18	543.03	874.21	0	62.1	10.788	31.0	1	39546.0
1863	12/1/2016	oil	1	744	313.84	425.4	739.24	0	57.5	10.005	23.0	1	39698.0
1866ГС	12/1/2016	oil	1	744	656.2	1162.42	1818.62	0	63.9			-1	
1870	12/1/2016	water	1	744	0.0	0.0	0.0	3906	0.0			-1	
1874	12/1/2016	oil	1	744	415.54	1268.28	1683.82	0	75.3	13.3719	53.0	1	41440.0
1879ГС	12/1/2016	oil	1	744	1239.78	2449.21	3688.99	0	66.4			-1	
1882	12/1/2016	oil	1	744	434.2	359.26	793.46	0	45.3	15.5904	28.0	1	40765.0
1883	12/1/2016	oil	1	744	500.65	4404.78	4905.42	0	89.8	19.053	146.0	1	40665.0
1884	12/1/2016	oil	1	744	318.77	379.92	698.69	0	54.4	Oct-56	22.0	1	40716.0
1886	12/1/2016	water	1	744	0.0	0.0	0.0	4765	0.0			-1	
1887	12/1/2016	water	1	744	0.0	0.0	0.0	1256	0.0			-1	
1889ГС	12/1/2016	oil	1	744	280.63	430.04	710.67	0	60.5			-1	
1891	12/1/2016	water	1	744	0.0	0.0	0.0	7398	0.0			-1	
1892	12/1/2016	oil	1	744	538.08	1087.5	1625.58	0	66.9	15.8688	48.0	1	39080.0
1893	12/1/2016	oil	1	744	356.32	1207.09	1563.41	0	77.2	Nov-81	47.0	1	39653.0
1894	12/1/2016	oil	1	744	239.7	172.48	412.18	0	41.8	Jun-26	14.0	1	39738.0
1895	12/1/2016	oil	1	744	64.39	966.75	1031.15	0	93.8	Jan-79	31.0	1	39810.0
18P	12/1/2016	oil	1	446	72.94	220.39	293.34	0	75.1			-1	
1914	12/1/2016	water	1	744	0.0	0.0	0.0	8400	0.0			-1	
1915	12/1/2016	oil	1	743	330.02	4573.77	4903.79	0	93.3	14.9292	143.0	1	40692.0
1918	12/1/2016	oil	1	743	245.22	441.57	686.8	0	64.3	Jul-32	22.0	1	40425.0
1919	12/1/2016	oil	1	744	137.93	777.4	915.33	0	84.9	Apr-48	28.0	1	40335.0
1921ГС	12/1/2016	oil	1	744	1093.24	2080.63	3173.88	0	65.6			-1	
1922	12/1/2016	oil	1	744	724.09	457.41	1181.5	0	38.7	24.3165	43.0	1	40135.0
1923	12/1/2016	oil	1	744	166.0	1632.12	1798.12	0	90.8	May-76	54.0	1	39592.0
1924	12/1/2016	water	1	744	0.0	0.0	0.0	1667	0.0			-1	
1932ГС	12/1/2016	oil	1	744	821.5	309.06	1130.56	0	27.3			-1	
1934	12/1/2016	oil	1	744	443.81	557.45	1001.26	0	55.7	13.92	32.0	1	40744.0
1935	12/1/2016	oil	1	614	118.96	627.7	746.66	0	84.1	May-25	25.0	1	40797.0
1938	12/1/2016	water	1	744	0.0	0.0	0.0	923	0.0			-1	
1939	12/1/2016	water	1	744	0.0	0.0	0.0	5597	0.0			-1	
1944	12/1/2016	oil	1	741	173.08	73.85	246.93	0	29.9	May-96	8.0	1	40793.0
1945	12/1/2016	oil	1	744	187.87	862.22	1050.09	0	82.1	Jun-32	32.0	1	40740.0
1948	12/1/2016	water	1	744	0.0	0.0	0.0	1270	0.0			-1	
1949	12/1/2016	water	1	744	0.0	0.0	0.0	4640	0.0			-1	
1950	12/1/2016	oil	1	744	420.87	209.7	630.57	0	33.3	13.7025	21.0	1	41454.0
1952	12/1/2016	oil	1	744	371.48	235.97	607.44	0	38.8	14.2071	23.0	1	41544.0
1953	12/1/2016	water	1	744	0.0	0.0	0.0	2419	0.0			-1	
1954	12/1/2016	water	1	744	0.0	0.0	0.0	1672	0.0			-1	
1973	12/1/2016	oil	1	741	254.8	832.23	1087.04	0	76.6	12.528	36.0	1	40763.0
1974	12/1/2016	oil	1	687	333.58	554.05	887.64	0	62.4	9.396	27.0	1	40773.0
1975	12/1/2016	water	1	744	0.0	0.0	0.0	4222	0.0			-1	
1976	12/1/2016	oil	1	744	305.96	887.13	1193.1	0	74.4	Oct-83	39.0	1	40498.0
1977	12/1/2016	oil	1	397	274.08	760.71	1034.79	0	73.5	Oct-76	32.0	1	40451.0
1978	12/1/2016	oil	1	744	169.0	994.36	1163.36	0	85.5	4.437	34.0	1	40280.0
1979ГС	12/1/2016	oil	1	744	277.24	451.61	728.84	0	62.0			-1	
1983ГС	12/1/2016	oil	1	744	358.41	4225.18	4583.6	0	92.2			-1	
1Р	12/1/2016	oil	1	744	711.87	925.66	1637.53	0	56.5			-1	
2002	12/1/2016	water	1	744	0.0	0.0	0.0	1756	0.0			-1	
2003	12/1/2016	water	1	744	0.0	0.0	0.0	3508	0.0			-1	
2004	12/1/2016	water	1	744	0.0	0.0	0.0	1440	0.0			-1	
2005	12/1/2016	oil	1	744	304.71	1574.19	1878.9	0	83.8	Nov-57	57.0	1	40394.0
2006	12/1/2016	water	1	744	0.0	0.0	0.0	2251	0.0			-1	
2007	12/1/2016	oil	1	744	515.39	2259.49	2774.88	0	81.4	16.182	62.0	1	40309.0
2008	12/1/2016	water	1	744	0.0	0.0	0.0	3572	0.0			-1	
2010	12/1/2016	water	1	744	0.0	0.0	0.0	2342	0.0			-1	
2011	12/1/2016	water	0	578	106.69	201.78	308.47	0	65.4	4.872	14.0	1	40159.0
2012	12/1/2016	water	1	744	0.0	0.0	0.0	1866	0.0			-1	
2032БС	12/1/2016	oil	1	741	416.0	992.8	1408.81	0	70.5			-1	
2033	12/1/2016	oil	1	744	74.36	1420.07	1494.43	0	95.0	6.1248	44.0	1	40757.0
2034	12/1/2016	oil	1	744	223.17	1313.01	1536.18	0	85.5	Aug-44	46.0	1	40418.0
2035	12/1/2016	oil	1	744	836.24	466.5	1302.74	0	35.8	28.014	46.0	1	40362.0
2036	12/1/2016	oil	1	744	541.78	3027.98	3569.76	0	84.8	17.8524	108.0	1	40373.0
2037БС	12/1/2016	oil	1	744	400.25	5743.79	6144.04	0	93.5			-1	
2038ГС	12/1/2016	oil	1	744	135.22	279.17	414.39	0	67.4			-1	
2042	12/1/2016	oil	1	744	265.04	151.11	416.15	0	36.3	11.0751	19.0	1	42655.0
2059ГС	12/1/2016	oil	1	744	1910.31	2060.65	3970.96	0	51.9			-1	
2061	12/1/2016	oil	1	741	195.31	706.59	901.9	0	78.3	Jun-36	28.0	1	40829.0
2062	12/1/2016	oil	1	741	420.22	5224.66	5644.88	0	92.6	14.442	166.0	1	40698.0
2063	12/1/2016	oil	1	744	172.61	1040.82	1213.43	0	85.8	Apr-85	37.0	1	40652.0
2064	12/1/2016	water	1	744	0.0	0.0	0.0	3586	0.0			-1	
2065	12/1/2016	water	1	744	0.0	0.0	0.0	3542	0.0			-1	
2066	12/1/2016	water	1	744	0.0	0.0	0.0	2536	0.0			-1	
2067	12/1/2016	water	1	744	0.0	0.0	0.0	1480	0.0			-1	
2069	12/1/2016	water	1	744	0.0	0.0	0.0	1255	0.0			-1	
2070	12/1/2016	water	1	744	0.0	0.0	0.0	2133	0.0			-1	
2079	12/1/2016	water	1	744	0.0	0.0	0.0	2682	0.0			-1	
2080	12/1/2016	oil	1	744	89.16	440.02	529.17	0	83.2	Mar-48	16.0	1	40806.0
2081	12/1/2016	oil	1	744	103.99	1925.5	2029.49	0	94.9	Apr-97	59.0	1	40729.0
2090	12/1/2016	oil	1	741	84.07	784.78	868.85	0	90.3	2.349	27.0	1	40869.0
2092	12/1/2016	water	1	744	0.0	0.0	0.0	4472	0.0			-1	
2093	12/1/2016	oil	1	744	615.75	561.31	1177.06	0	47.7	20.532	40.0	1	40442.0
2094	12/1/2016	oil	1	744	999.96	663.31	1663.26	0	39.9	32.3988	98.0	1	40324.0
2095	12/1/2016	oil	1	744	426.38	659.94	1086.32	0	60.8	15.225	35.0	1	40289.0
2096	12/1/2016	water	1	744	0.0	0.0	0.0	670	0.0			-1	
2097	12/1/2016	oil	1	744	138.7	285.87	424.57	0	67.3	Mar-85	13.0	1	40439.0
2098	12/1/2016	oil	1	744	42.2	816.97	859.17	0	95.1	1.0875	25.0	1	39995.0
2099	12/1/2016	oil	1	743	509.73	1099.55	1609.28	0	68.3	20.8278	57.0	1	40102.0
2121	12/1/2016	oil	1	744	117.23	1066.27	1183.5	0	90.1	3.1581	33.0	1	40752.0
2122	12/1/2016	oil	1	744	103.77	998.48	1102.25	0	90.6	Apr-36	33.0	1	40749.0
2123	12/1/2016	oil	1	744	237.1	512.06	749.16	0	68.4			-1	
2123	12/1/2016	oil	1	744	237.1	512.06	749.16	0	68.4			-1	
2123Б	12/1/2016	oil	1	744	350.31	903.53	1253.85	0	72.1			-1	
2126	12/1/2016	oil	1	744	317.59	264.83	582.42	0	45.5	Oct-92	19.0	1	40461.0
2127	12/1/2016	water	1	744	0.0	0.0	0.0	818	0.0			-1	
2128	12/1/2016	water	1	744	0.0	0.0	0.0	6934	0.0			-1	
2139	12/1/2016	water	1	744	0.0	0.0	0.0	1995	0.0			-1	
2140	12/1/2016	oil	1	744	475.32	3310.35	3785.67	0	87.4	14.7378	121.0	1	40700.0
2141	12/1/2016	water	1	744	0.0	0.0	0.0	1579	0.0			-1	
2151	12/1/2016	oil	1	744	315.33	473.38	788.71	0	60.0	Nov-24	26.0	1	40827.0
2152БС	12/1/2016	oil	1	744	380.88	154.13	535.01	0	28.8			-1	
2153	12/1/2016	oil	1	744	596.59	937.54	1534.13	0	61.1	18.6354	51.0	1	40427.0
2154	12/1/2016	oil	1	744	142.85	2485.16	2628.02	0	94.6			-1	
2180	12/1/2016	water	1	744	0.0	0.0	0.0	4092	0.0			-1	
2181	12/1/2016	water	1	744	0.0	0.0	0.0	1185	0.0			-1	
2182	12/1/2016	water	1	744	0.0	0.0	0.0	3419	0.0			-1	
2183	12/1/2016	water	1	744	0.0	0.0	0.0	3883	0.0			-1	
2209	12/1/2016	oil	1	744	108.53	1103.15	1211.68	0	91.0	3.654	35.0	1	40730.0
2210	12/1/2016	oil	1	744	229.42	3320.12	3549.54	0	93.5	Aug-15	105.0	1	40893.0
2211	12/1/2016	oil	1	744	297.51	79.33	376.84	0	21.1	Sep-58	14.0	1	40865.0
2212	12/1/2016	oil	1	744	314.98	879.21	1194.19	0	73.6	10.962	36.0	1	40463.0
2283	12/1/2016	oil	1	744	530.14	1818.92	2349.06	0	77.4	9.744	70.0	1	40841.0
2314	12/1/2016	oil	1	744	114.76	95.31	210.07	0	45.4	4.176	8.0	1	40802.0
2315ГС	12/1/2016	oil	1	744	631.82	399.03	1030.85	0	38.7			-1	
2340	12/1/2016	oil	0	31	12.95	49.1	62.05	0	79.1			-1	
2343	12/1/2016	water	1	744	0.0	0.0	0.0	3535	0.0			-1	
2344	12/1/2016	water	1	744	0.0	0.0	0.0	1736	0.0			-1	
2345	12/1/2016	water	1	744	0.0	0.0	0.0	1520	0.0			-1	
2347	12/1/2016	oil	0	0	0.0	0.0	0.0	0	0.0			-1	
2373ГС	12/1/2016	oil	1	744	580.84	1297.19	1878.03	0	69.1			-1	
2374ГС	12/1/2016	oil	1	744	667.38	369.67	1037.05	0	35.6			-1	
2403	12/1/2016	oil	1	744	292.95	1825.19	2118.15	0	86.2	14.4072	72.0	1	42057.0
2404	12/1/2016	water	1	744	0.0	0.0	0.0	6057	0.0			-1	
2405	12/1/2016	water	1	744	0.0	0.0	0.0	1863	0.0			-1	
2435ГС	12/1/2016	oil	1	744	341.71	486.94	828.65	0	58.8			-1	
2463	12/1/2016	water	1	744	0.0	0.0	0.0	3008	0.0			-1	
2464	12/1/2016	oil	1	744	624.92	133.45	758.38	0	17.6	20.6712	27.0	1	42180.0
2465	12/1/2016	water	0	0	0.0	0.0	0.0	0	0.0			-1	
2494ГС	12/1/2016	oil	1	744	429.0	154.55	583.56	0	26.5			-1	
2495	12/1/2016	oil	1	744	466.79	273.25	740.03	0	36.9	15.3816	26.0	1	42166.0
2523	12/1/2016	oil	1	744	347.08	823.82	1170.9	0	70.4	9.918	38.0	1	42192.0
2524	12/1/2016	water	1	744	0.0	0.0	0.0	2215	0.0			-1	
2553ГС	12/1/2016	oil	1	744	370.7	248.35	619.06	0	40.1			-1	
2583	12/1/2016	water	1	744	0.0	0.0	0.0	1411	0.0			-1	
25Р	12/1/2016	oil	1	744	266.13	3317.42	3583.56	0	92.6			-1	
3Р	12/1/2016	oil	1	744	491.55	521.76	1013.31	0	51.5			-1	
6Р	12/1/2016	oil	0	0	0.0	0.0	0.0	0	0.0			-1	
7Р	12/1/2016	oil	0	0	0.0	0.0	0.0	0	0.0			-1	
8Р	12/1/2016	oil	0	0	0.0	0.0	0.0	0	0.0			-1	
9	12/1/2016	water	1	744	0.0	0.0	0.0	2129	0.0			-1	
101	11/1/2016	oil	1	720	235.45	193.7	429.14	0	45.1	Jul-34	14.0	1	42232.0
102	11/1/2016	water	1	720	0.0	0.0	0.0	2253	0.0			-1	
103	11/1/2016	oil	1	720	534.74	354.96	889.7	0	39.9	16.3212	28.0	1	42135.0
104	11/1/2016	oil	1	720	260.65	284.62	545.27	0	52.2	Dec-62	23.0	1	42124.0
105	11/1/2016	oil	1	720	984.74	265.44	1250.18	0	21.2	35.1654	47.0	1	42111.0
107	11/1/2016	oil	1	720	686.22	218.47	904.7	0	24.1	22.968	33.0	1	42100.0
109	11/1/2016	oil	1	720	166.67	112.79	279.46	0	40.4	5.655	10.0	1	42090.0
10РБС	11/1/2016	oil	1	717	1785.38	1079.54	2864.92	0	37.7			-1	
110	11/1/2016	oil	1	720	642.14	851.5	1493.63	0	57.0	24.4296	52.0	1	42070.0
1167	11/1/2016	water	1	720	0.0	0.0	0.0	6152	0.0			-1	
1199ГС	11/1/2016	oil	1	720	23.14	375.06	398.2	0	94.2			-1	
1227	11/1/2016	oil	1	720	1142.67	732.42	1875.09	0	39.1	37.8885	67.0	1	42046.0
1228	11/1/2016	oil	1	720	825.43	251.33	1076.76	0	23.3	28.5012	39.0	1	42142.0
1257ГС	11/1/2016	oil	1	720	1156.4	3809.13	4965.54	0	76.7			-1	
1258ГС	11/1/2016	oil	1	720	715.39	2030.64	2746.03	0	73.9			-1	
1287	11/1/2016	water	1	720	0.0	0.0	0.0	5672	0.0			-1	
1288	11/1/2016	water	1	720	0.0	0.0	0.0	8074	0.0			-1	
1289	11/1/2016	oil	1	720	321.28	176.53	497.82	0	35.5	Dec-75	19.0	1	41514.0
1290	11/1/2016	oil	1	720	792.47	256.38	1048.84	0	24.4	28.1619	39.0	1	41506.0
12Р	11/1/2016	oil	0	0	0.0	0.0	0.0	0	0.0			-1	
1318ГС	11/1/2016	oil	1	720	816.36	2237.71	3054.07	0	73.3			-1	
1319ГС	11/1/2016	oil	1	720	1075.55	169.73	1245.28	0	13.6			-1	
1347	11/1/2016	oil	1	720	337.18	405.46	742.63	0	54.6	10.005	23.0	1	42155.0
1348	11/1/2016	oil	1	720	577.67	399.46	977.13	0	40.9	18.3744	33.0	1	42031.0
1349	11/1/2016	water	0	0	0.0	0.0	0.0	0	0.0			-1	
1350	11/1/2016	water	1	720	0.0	0.0	0.0	9387	0.0			-1	
1379	11/1/2016	oil	1	719	586.51	498.81	1085.32	0	46.0	20.8278	38.0	1	41466.0
1380ГС	11/1/2016	oil	1	720	601.34	991.42	1592.76	0	62.2			-1	
1381	11/1/2016	water	1	720	0.0	0.0	0.0	9380	0.0			-1	
13ПО	11/1/2016	oil	0	0	0.0	0.0	0.0	0	0.0			-1	
1408	11/1/2016	water	0	0	0.0	0.0	0.0	0	0.0			-1	
1409	11/1/2016	oil	1	720	456.07	243.83	699.9	0	34.8	14.007	23.0	1	41523.0
1410	11/1/2016	water	0	0	0.0	0.0	0.0	0	0.0			-1	
1412	11/1/2016	water	1	720	0.0	0.0	0.0	1463	0.0			-1	
1438ГС	11/1/2016	oil	1	720	604.74	890.98	1495.72	0	59.6			-1	
1439	11/1/2016	oil	1	378	174.74	277.14	451.88	0	61.3	Nov-58	29.0	1	41455.0
1440	11/1/2016	oil	1	720	916.67	442.8	1359.47	0	32.6	29.0319	47.0	1	41432.0
1441	11/1/2016	oil	1	720	1114.53	362.21	1476.74	0	24.5	35.5047	53.0	1	41465.0
1442	11/1/2016	water	1	720	0.0	0.0	0.0	4855	0.0			-1	
1468	11/1/2016	water	1	720	0.0	0.0	0.0	4601	0.0			-1	
1469	11/1/2016	oil	1	720	421.94	1235.85	1657.79	0	74.5	14.2941	53.0	1	41423.0
1470	11/1/2016	oil	1	720	776.81	1358.56	2135.37	0	63.6	27.1788	71.0	1	41377.0
1471	11/1/2016	oil	1	720	331.78	2270.25	2602.03	0	87.2	11.136	80.0	1	41392.0
